Clause,mainVerb,mainReferent,Gold
for California to close the significant gap between supply and demand,close,time,CANNOT_DECIDE
and reduc e the risk of black outs this summer.,,,CANNOT_DECIDE
"We would propose lifting the cap by offering amendments to SB27X,",propose,We,DYNAMIC
which is designed to facilitate development o f distributed generation.,designed,SB27X,STATIVE
Excessive delays and costs related to interconnecting facilities with investor-owned and municipal utilities,related,costs,STATIVE
"Solution: The Governor,s executive order regarding interconnection is a step in the right direction",is,order,STATIVE
*D-D-26-01 requires utilities to complete interconnection studies within 7 days.,requires,D-D-26-01,STATIVE
California should ensure,ensure,California,DYNAMIC
"that this requirement applies to all generation facilities,",applies,requirement,STATIVE
including distributed generation.,including,,STATIVE
"In addition, the financial conflicts the utilities face",face,utilities,DYNAMIC
when interconnecting generation facilities are simply too powerful to overcome through executive orders or other regulations.,are,conflicts,STATIVE
"To the greatest extent possible, California should shift control over interconnection away from th e utility and place",shift,California,DYNAMIC
that control with the California ISO.,,,CANNOT_DECIDE
This could be accomplished through amendments to SB 27X.,accomplished,This,DYNAMIC
Permitting and Air Quality Issues Developers of distributed,,,CANNOT_DECIDE
"(i.e., ""on-site"") generation",,,CANNOT_DECIDE
that is 50 MWs or greater must receive certification from the California Energy Commission,receive,Developers,DYNAMIC
an d therefore face all of the impediments to development,face,receive,DYNAMIC
that large-scale generation faces.,faces,generation,DYNAMIC
Solution: California should ensure,ensure,Solution,DYNAMIC
that the executive orders (D-22-01 thru D-26-01) issued by the Governor to expedite plant siting,issued,orders,STATIVE
"and maximize plant output apply equally to smaller scale, ""distributed generation"" facil ities.",apply,orders,STATIVE
"In addition, distributed generation",distributed,,CANNOT_DECIDE
that is less than 50 MWs continues to face local opposition.,continues,generation,DYNAMIC
The State should ensure,ensure,State,DYNAMIC
"that local, parochial interests cannot block otherwise beneficial distributed generation projects .",block,interests,DYNAMIC
These objectives could be accomplished through amendments to SB27X.,accomplished,objectives,DYNAMIC
3. Credit Concerns Regarding Authority Granted to DWR in AB1X to Purchase Electricity on Behalf of the Utilities,Regarding,Concerns,CANNOT_DECIDE
Enron responded to the RFP,responded,Concerns,DYNAMIC
issued by DWR to enter into power contracts with suppliers.,issued,RFP,STATIVE
Enron is in active discussions with DWR to establish contract terms with th e goal of entering into a power purchase agreement as soon as possible.,is,Enron,STATIVE
"However, ambiguities contained in AB1X",contained,ambiguities,STATIVE
have created significant credit risk concerns,created,ambiguities,DYNAMIC
that need to be resolved,need,concerns,STATIVE
in order to finalize contract terms.,finalize,,CANNOT_DECIDE
"We understand that the lion,s share of counterparties share Enron,s c redit risk concerns.",understand,We,STATIVE
Enron has proposed several options for resolving the credit risk issues,proposed,Enron,DYNAMIC
and is working with DWR to arrive at a solution,working,Enron,DYNAMIC
that is mutually agreeable to both sides,is,solution,STATIVE
and that might serve as a template for power purchase agreements,serve,solution,STATIVE
going forward.,going,agreements,CANNOT_DECIDE
Summary of the Source of the Credit Risk Issue,,,CANNOT_DECIDE
Ambiguous Ratemaking Authority The language in AB1X is ambiguous as to whether DWR has any authority to charge California ratepayers for the costs of purchasing power.,is,language,STATIVE
"From our analysis of the bill, the language in AB1X appears to leave intact the California PUC,s exclusive jurisdiction over ratemaking in California.",appears,language,STATIVE
"As such, suppliers have no assurance",have,suppliers,STATIVE
that the PUC will agree to include,agree,assurance,DYNAMIC
"in rat es adequate charges to cover DWR,s costs of power purchases.",cover,PUC,CANNOT_DECIDE
"Ambiguous Regulatory Authority Regarding Contract ""Prudence"" The language in AB1X leaves open the possibility",Regarding,,STATIVE
that the California Public Utilities Commission could determine that power purchases,determine,Commission,DYNAMIC
"made by DWR are ""imprudent.""",are,purchases,STATIVE
"On the basis of such a finding, the CPUC could then ref use to allow DWR to collect from ratepayers the costs",ref,CPUC,DYNAMIC
associated with its power purchases.,associated,costs,STATIVE
"Consequently, suppliers have no assurance",have,suppliers,STATIVE
that the PUC will agr ee to include in rates,agr,PUC,DYNAMIC
the charges to cover the costs of power contracts,cover,charges,CANNOT_DECIDE
that DWR has entered into with suppliers.,entered,DWR,DYNAMIC
Ambiguous Language Regarding the Ratemaking Mechanism,Regarding,Costs,CANNOT_DECIDE
"that Will Be Used to Recover DWR,",Used,Will,DYNAMIC
s Costs of Power Purchases In addition to the ambiguity regarding ratemaking and regulatory authority noted,s,Regarding,DYNAMIC
"above, the language in the bill is equally ambiguous with respect to the specific ratemaking ""mechanics""",is,language,STATIVE
that AB1X directs the PUC to empl oy to permit DWR to recover its power purchase costs.,directs,AB1X,STATIVE
"Based on our analysis,",Based,,STATIVE
it i s extremely difficult to determine,s,it,STATIVE
how the PUC would design the rates to ensu re DWR recovers its power purchase costs.,design,PUC,DYNAMIC
"Moreover, as currently drafted,",drafted,,STATIVE
it is difficult to determine,is,it,STATIVE
"whether AB1X would even permit the PUC to include in rates all of the charges necessary to fully recover DWR,s power purchase costs.",s,drafted,DYNAMIC
"Again, this ambiguity raises significant credit risk concerns",raises,ambiguity,DYNAMIC
since suppliers have little assurance,have,suppliers,STATIVE
that DWR will have the ability to recover from ratepayers the costs of purchasing power.,have,DWR,STATIVE
Options to Resolve Concerns Regarding Credit Risk,Resolve,Options,CANNOT_DECIDE
We have been working diligently with DWR officials to resolve the credit ri sk issues.,ri,Options,DYNAMIC
We have identified three options:,identified,We,DYNAMIC
Amend,,,CANNOT_DECIDE
"AB1X The amendments, which are attached to this email,",attached,AB1X,STATIVE
would clarify,clarify,AB1X,DYNAMIC
"that a) the PUC would accept as ""prudent and reasonable"" all purchase costs incur red by DWR,",accept,PUC,DYNAMIC
and b) the PUC is obligated to include in rates,obligated,PUC,STATIVE
the charges necessary to ensure,ensure,,CANNOT_DECIDE
that DWR fully recovers its costs of power purchases.,recovers,DWR,DYNAMIC
"This is the preferred option,",is,This,STATIVE
though we understand,understand,we,STATIVE
that the there may be some political challenges,be,there,STATIVE
standing in the way,standing,challenges,STATIVE
of amending AB1X.,amending,way,CANNOT_DECIDE
(See attached file,attached,See,CANNOT_DECIDE
"entitled, ""AmendAB1X.",entitled,file,STATIVE
"doc"".)",,,CANNOT_DECIDE
Clarify the Ambiguities in AB1X through an Order,,,CANNOT_DECIDE
"Issued by the PUC, and through Contract Language",,,STATIVE
This is the option,is,This,STATIVE
that we are currently working with DWR officials to implement.,working,we,DYNAMIC
"However, it is more complicated",is,it,STATIVE
"and could take significantly mo re time to implement than the ""legislative"" fix.",take,it,DYNAMIC
We have attached electronic copies of the talking points,attached,We,DYNAMIC
related to the order,related,copies,STATIVE
that the California PUC would need to issue under this option.,need,PUC,STATIVE
"(See attached file entitled, ""cpuctalkingpoints.",attached,See,CANNOT_DECIDE
"doc."")",,,CANNOT_DECIDE
Make Use of Other Instruments Designed to Address Credit Risk As indicated,indicated,Use,STATIVE
"in our letter responding to DWR's RFP,",responding,Use,STATIVE
we are willing to ac cept other forms of credit from DWR.,are,we,STATIVE
"Those options include a letter of credit, cash prepayment, or an acceptable form of collateral.",include,options,STATIVE
DWR officials have indicated to us,indicated,officials,DYNAMIC
that DWR prefers to pursue the second options.,prefers,DWR,STATIVE
"That is, DWR prefers to clarify the ambiguities in AB1X through a PUC order and through contract amendments.",prefers,DWR,STATIVE
4. California's Supply-demand Picture Heading into Summer 2001,Heading,Picture,CANNOT_DECIDE
"Both the California Energy Commission and Cambridge Energy Research Associates (CERA), a private sector energy think tank, have issued reports",issued,Picture,DYNAMIC
showing,showing,reports,STATIVE
that California faces a severe supply-demand imbalance.,faces,California,STATIVE
They diffe r only on how much,diffe,They,STATIVE
and how soon additional supply will be made available.,made,on,DYNAMIC
Al l credible sources agree,agree,sources,STATIVE
that supply will be very tight throughout the Summer of 2001,be,supply,STATIVE
"and that unless a solution is found immediately,",found,solution,DYNAMIC
blackouts are likely.,are,blackouts,STATIVE
CEC and CERA both forecast,forecast,CEC,DYNAMIC
"that California will be short of supply this summer by approximately 5,000 MW.",be,California,STATIVE
These numbers are in line with our estimates.,are,numbers,STATIVE
"California's supply base currently has a 6% capacity margin, well below the average 15-20%,",has,base,STATIVE
which is recommended for reliable system operatio n in the West.,recommended,%,STATIVE
"Since the West relies more heavily upon hydroelectric power than other regions, reserves are particularly important, owing to the unpredictability of the weather and the dry year",are,reserves,STATIVE
the West has experienced t o date.,experienced,West,DYNAMIC
"In the event of a low rain and snow period, the system must possess t he flexibility to respond to the reduced availability of power supply.",possess,system,STATIVE
California's very low reserve margin makes it especially susceptible to this requirement.,makes,margin,STATIVE
Other reasons for reduced supply for the Summer of 2001 include the early draw-down of reservoirs in the continual effort to manage California's seve re supply-demand gap;,include,reasons,STATIVE
emissions restrictions on existing plants; and a reduced number of customers,existing,,CANNOT_DECIDE
who can be curtailed under their contracts with the utilities.,curtailed,customers,DYNAMIC
Cambridge Energy Research Associates asserts,asserts,Associates,DYNAMIC
"that at the curren t pace of siting, permitting and construction, adequate supplies will not be added to correct the market imbalance until 2003 at the earliest.",added,supplies,DYNAMIC
CERA predicts,predicts,CERA,DYNAMIC
that California is likely to face approximately 20 hours of rolling black outs this summer.,is,California,STATIVE
"The CEC paints a considerably more optimistic scenario, betting",paints,CEC,DYNAMIC
"that California will bring an additional 5,000 MWs on line to meet peaking summer demand.",bring,California,DYNAMIC
It is our view,is,It,STATIVE
"that California should view the CEC's ""rosy scenario"" with considerable skepticism.",view,California,STATIVE
5. Suggested Package of Legislative Proposals,,,CANNOT_DECIDE
Designed to Solve California 's Electricity Crisis,Designed,Package,CANNOT_DECIDE
This email offers an overview of our proposed legislative solution.,offers,email,STATIVE
We wil l deliver to your office tomorrow specific legislative language and existing bills,wil,We,DYNAMIC
that we believe,believe,language,STATIVE
can accommodate our proposals.,accommodate,,DYNAMIC
"As we have suggested throughout the crisis,",suggested,we,DYNAMIC
any solution to California's crisis must focus on four issues:,focus,solution,STATIVE
Increase supply Decrease demand Establish a truly competitive retail electricity market Return California's Investor-owned utilities to solvency,Establish,demand,CANNOT_DECIDE
Increase supply--Legislative vehicle:,Increase,utilities,CANNOT_DECIDE
SB28X (Sher) To site,,,CANNOT_DECIDE
and construct a power plant in Texas takes approximately 2 years.,takes,utilities,DYNAMIC
Enron and others have completed the entire process in other states in less than a year.,completed,Enron,DYNAMIC
"In California, it takes about six years, or longer.",takes,it,DYNAMIC
The Governor's executive orders and Senator Sher's siting reform legi slation are steps in the right direction.,are,orders,STATIVE
Our suggested amendments can improve tho se efforts by further addressing the difficulties,improve,amendments,DYNAMIC
that project developers face in securing air emission reduction credits to meet the air permit requirements,face,difficulties,DYNAMIC
included in the CEC's certification requirements.,included,requirements,STATIVE
Enron's proposal seeks to streamline the process for 1) obtaining credits and 2) transfering credits between air districts.,seeks,proposal,STATIVE
"In addition, it creates an innovative emissions reduction bank to allow project sponsors to fund emissions in advance of obtaining certification,",creates,it,DYNAMIC
and permits the affected a ir districts to use those funds to finance projects,permits,it,STATIVE
that will produce the required reductions in pollution emissions.,produce,projects,DYNAMIC
Decrease demand*Legislative Vehicle:,,,CANNOT_DECIDE
AB31X (Wright),,,CANNOT_DECIDE
"Because of the delay in getting a solution in place in California,",getting,delay,CANNOT_DECIDE
closing the supply-demand gap,closing,getting,CANNOT_DECIDE
through energy conservation and efficiency offers the best chance,offers,Vehicle,DYNAMIC
of avoiding blackouts this summer.,avoiding,chance,CANNOT_DECIDE
This can be accomplished mo st effectively and quickly in two ways:,accomplished,This,DYNAMIC
Buy-down demand California is tapping into an enormous amount of money from the General Fun d to finance DWR's power purchases.,tapping,California,DYNAMIC
California could likely reduce demand more economically by running an auction to determine,reduce,California,DYNAMIC
"the payments businesses wou ld be willing to receive to reduce their demand for a sustained period (e.g., through the summer months).",wou,businesses,STATIVE
DWR could easily run an on-line auction to determine the price,run,DWR,DYNAMIC
it could pay for these demand reductions.,pay,it,DYNAMIC
"To participate,",participate,,CANNOT_DECIDE
businesses would be required to have the metering equipment necessary to monitor and verify,required,businesses,STATIVE
that they are actually achieving the reductions.,achieving,they,DYNAMIC
"Enron has developed an on-line auction software package, ""D eal Bench,""",developed,Enron,DYNAMIC
that it would be willing to contribute to the effort.,be,it,STATIVE
Use Price Signals to Incent Voluntary Curtailment,Use,,CANNOT_DECIDE
"To be successful, customers need access to the following key elements:",need,customers,STATIVE
An internet based hour-ahead price posting system to track the market price for hour-ahead power in real time.,posting,internet,CANNOT_DECIDE
Real-time metering systems for baseline demand and voluntarily curtailment verification.,,,CANNOT_DECIDE
Settlement process that allows,process,Settlement,STATIVE
"for market clearing prices of energy to be paid for load reduction (""Negawatts"").",paid,prices,CANNOT_DECIDE
The potential benefits of an effective demand response program would includ e:,includ,benefits,STATIVE
"""creation"" of additional summer peaking capacity in California,",,,CANNOT_DECIDE
"parti cularly in the short term, without requiring construction of additional generation resources.",parti,creation,CANNOT_DECIDE
"reduction of peak or super-peak load on the over-stressed California electric system, thus potentially reducing the overall cost of electricity in the state.",potentially,reduction,DYNAMIC
fostering of demand elasticity,elasticity,fostering,CANNOT_DECIDE
without subjecting customers to the full ris k of hourly market price volatility by passing market price signals to customers,subjecting,fostering,DYNAMIC
and allowing them to voluntarily shed load,allowing,fostering,DYNAMIC
and be compensated for responding.,compensated,them,CANNOT_DECIDE
We estimate,estimate,We,DYNAMIC
"that we could generate a summer 2001 on-peak demand response in excess of 400 MW during certain high cost hours, and a demand response for summer 2002 on-peak hours",generate,we,DYNAMIC
that could exceed 1000 MW.,exceed,response,DYNAMIC
We further estimate,estimate,We,DYNAMIC
that the market response to this program from all ESPs could be 2 to 3 time s that amount.,,,STATIVE
We recommend,recommend,We,DYNAMIC
that the State of California provide rebates directly to customers to fund the installation of advanced metering and control systems,provide,State,DYNAMIC
that would support load curtailment implementation.,support,metering,STATIVE
Establish a truly competitive retail electricity market*Legislative vehi cle:,Establish,,CANNOT_DECIDE
SB27X,SB27X,cle,CANNOT_DECIDE
The only customers who were protected from price volatility in San Diego we re customers,protected,customers,STATIVE
who chose Direct Access,chose,customers,DYNAMIC
and signed fixed price deals with energy service providers.,signed,customers,DYNAMIC
"Ironically, AB1X takes that important option away from customers and businesses.",takes,AB1X,DYNAMIC
It is critical,is,It,STATIVE
that AB1X be amended to remove th e prohibition against Direct Access.,amended,AB1X,DYNAMIC
"Enron's legislative proposal would give customers freedom to enter into a direct access transaction,",give,proposal,DYNAMIC
while simultaneously addressing the Department o f Water Resources' concerns about stranded power costs,addressing,,DYNAMIC
that might result from customer migration.,result,concerns,DYNAMIC
"In addition, California will only achieve a competitive retail market",achieve,California,DYNAMIC
when the utility is removed completely from the procurement function.,removed,utility,DYNAMIC
"Procureme nt is not a utility core competency,",is,nt,STATIVE
as evidenced by the dire financial condition,evidenced,,STATIVE
in which the utilities now find themselves.,find,utilities,STATIVE
"California should therefore begin immediately to phase the utility out of the procurement function entirely,",begin,California,DYNAMIC
with the goal of having all customers served by a non-utility provider within 36 months.,having,goal,CANNOT_DECIDE
"To execute the transition,",execute,,CANNOT_DECIDE
California should hold a series of competitive solicitations over the 36-month period,hold,California,DYNAMIC
in which competing service providers would bid for the right to serve segments of utility load.,bid,providers,DYNAMIC
Return California's Investor-owned utilities to solvency*Legislative vehicle:,,,CANNOT_DECIDE
AB18X,,,CANNOT_DECIDE
Utility bankruptcy will not increase supply,increase,utilities,DYNAMIC
and it will not decrease demand.,decrease,bankruptcy,DYNAMIC
"In short, bankruptcy does nothing to solve California's supply-demand imbalance.",does,bankruptcy,DYNAMIC
"In addition, bankruptcy increases the likelihood",increases,bankruptcy,DYNAMIC
"that consumers and businesses will bear the significant financial risks of having California State government assume the role of ""electricity buyer"" for an extended period of time.",bear,consumers,DYNAMIC
"Finally, bankruptcy will undermine both investor confidence in California's energy markets and the private sector's willingness to participate in that market.",undermine,bankruptcy,DYNAMIC
California can return the utilities to financial solvency by implementing a series of staged rate increases.,return,California,DYNAMIC
California should design those rate increases with the dual goal of returning the utilities to solvency,design,California,DYNAMIC
"without ""shocking"" the economy or household budgets For example, California could amortize the recovery of the utilities, past debt over a 5-10 year period.",amortize,California,DYNAMIC
"In addition, the magnitude of the rate increase can be reduced in two ways:",reduced,magnitude,DYNAMIC
"First, the utilities could absorb some portion of their existing debt in recognition of the risk",absorb,utilities,DYNAMIC
they accepted,accepted,they,DYNAMIC
when they agreed to the structure of,agreed,they,DYNAMIC
AB,,,CANNOT_DECIDE
"1890. Second, California can ""net"" the revenues the utilities have r eceived from selling electricity into the Power Exchange against the debts",eceived,utilities,DYNAMIC
they hav e,hav,they,CANNOT_DECIDE
accrued due to the retail price cap.,accrued,California,DYNAMIC
