Clause,mainVerb,mainReferent,Gold
"A COPY OF THE LATEST REGISTRATION AND FINANCIAL INFORMATION FILED BY THE HSUS MAY BE OBTAINED BY CONTACTING THE HSUS, 2100 L ST., NW, WASHINGTON, DC 20037.",CONTACTING,COPY,DYNAMIC
(202) 452-1100; OR IN FLORIDA A COPY OF THE OFFICIAL REGISTRATION AND FINANCIAL INFORMATION MAY BE OBTAINED FROM THE DIVISION OF CONSUMER SERVICES BY CALLING TOLL FREE 1-800-435-7352 WITHIN THE STATE.,,,DYNAMIC
"REGISTRATION DOES NOT IMPLY ENDORSEMENT, APPROVAL, OR RECOMMENDATION BY THE STATE.",,,STATIVE
"In Maryland, for the Cost of copies and postage, the Secretary of State, State House, Annapolis, MD 21401.",MD,Secretary,CANNOT_DECIDE
Mississippi The official registration and financial information of HSUS maybe obtained from the Mississippi Secretary of States office by calling 1-888-236-6167.,—,Mississippi,DYNAMIC
Registration by the Secretary of State does not imply endorsement by the Secretary of State.,imply,Registration,STATIVE
NEW JERSEY INFORMATION FILED WITH THE ATTORNEY GENERAL,FILED,INFORMATION,DYNAMIC
CONCERNING THIS CHARITABLE SOLICITATION MAY BE OBTAINED FROM THE ATTORNEY GENERAL OF THE STATE OF NEW JERSEY BY CALLING 973.504.6215.,,,DYNAMIC
REGISTRATION WITH THE ATTORNEY GENERAL DOES NOT IMPLY ENDORSEMENT.,REGISTRATION,,STATIVE
"In New York, the Office of the Attorney General, Department of Law, Charities Bureau, 120 Broadway, New York, NY 10271.",NY,Office,CANNOT_DECIDE
NORTH CAROLINA-.,,,CANNOT_DECIDE
"A COPY OF THE LICENSE TO SOLICIT CHARITABLE CONTRIBUTIONS AS A CHARITABLE ORGANIZATION OR SPONSOR AND FINANCIAL INFORMATION MAY BE OBTAINED FROM THE DEPARTMENT OF HUMAN RESOURCES, SOLICITATION LICENSING BRANCH, BY CALLING (919) 807.2214.",CONTRIBUTIONS,COPY,DYNAMIC
"REGISTRATION DOES NOT IMPLY ENDORSEMENT, APPROVAL, OR RECOMMENDATION BY THE STATE.",,,STATIVE
"Pennsylvania The official registration and financial information of The Humane Society of the United States may be obtained from the Pennsylvania Department of State by calling toll free, within Pennsylvania, 1-800-732-0999.",—,Pennsylvania,DYNAMIC
Registration does not imply endorsement.,imply,Registration,STATIVE
"Virginia State Division of Consumer Affairs, Department of Agriculture and Consumer Services, P0 Box 1163, Richmond, VA 23209; 1-800-552-9963.",,,CANNOT_DECIDE
"Washington Charities Division, Office of the Secretary of State, State of Washington, Olympia, WA 98504-0422, 1-800-332-4483.",,,CANNOT_DECIDE
"West Virginia Residents may obtain a summary of the registration & financial documents from the Secretary of State, State Capitol, Charleston, WV 25305.",obtain,Residents,DYNAMIC
"Registration does not imply endorsement, approval, or recommendation by any state.",imply,Registration,STATIVE
