Clause,mainVerb,mainReferent,Gold
And then it dawned on me,dawned,it,DYNAMIC
": Here I am sitting in my warm comfortable office,",sitting,I,STATIVE
looking out over the Stanford campus on a beautiful Saturday afternoon.,looking,I,DYNAMIC
"I'm getting depressed reading this,",'m,,DYNAMIC
and I know,know,I,STATIVE
"that he gets out,",gets,he,DYNAMIC
reunites with his family,reunites,he,DYNAMIC
and becomes a national hero.,becomes,he,DYNAMIC
"If it feels depressing for me, how on earth did he deal with it",deal,he,STATIVE
when he was actually there,was,he,STATIVE
and did not know the end of the story?,know,he,STATIVE
"""I never lost faith in the end of the story,""",lost,I,DYNAMIC
Stockdale said,said,Stockdale,DYNAMIC
when I asked him.,asked,I,DYNAMIC
"""I never doubted",doubted,I,DYNAMIC
"not only that I would get out, but also that I would prevail in the end",get,I,DYNAMIC
"and turn the experience into the defining event of my life that, in retrospect,",turn,I,DYNAMIC
"I would not trade.""",trade,I,DYNAMIC
"I didn't say anything for many minutes,",say,I,DYNAMIC
"and we continued the slow walk toward the faculty club,",continued,I,DYNAMIC
"Stockdale limping and arc-swinging his leg,",limping,we,DYNAMIC
still stiff from repeated torture.,repeated,,STATIVE
"Finally, I asked,",asked,I,DYNAMIC
"""Who didn't make it out?""",make,Who,CANNOT_DECIDE
"""Oh, that's easy,""",'s,that,STATIVE
he said.,said,he,DYNAMIC
"""The optimists.""",,,CANNOT_DECIDE
"""The optimists?",,,CANNOT_DECIDE
"I don't understand,""",understand,I,STATIVE
"I said,",said,I,DYNAMIC
completely confused.,confused,,STATIVE
"""The optimists.",,,CANNOT_DECIDE
"Oh, they were the ones",were,they,STATIVE
"who said, '",said,ones,DYNAMIC
We're going to be out by Christmas.',going,We,STATIVE
"And Christmas would come,",come,Christmas,DYNAMIC
and Christmas would go.,go,Christmas,DYNAMIC
"Then they'd say, '",say,they,DYNAMIC
We're going to be out by Easter.',going,We,STATIVE
"And Easter would come,",come,Easter,DYNAMIC
and Easter would go.,go,Easter,DYNAMIC
"And then Thanksgiving, and then it would be Christmas again.",be,it,STATIVE
"And they died of a broken heart.""",died,they,DYNAMIC
"After another long pause, he turned to me",turned,he,DYNAMIC
"and said,",said,he,DYNAMIC
"""This is a very important lesson.",is,This,STATIVE
You must never confuse faith,confuse,You,DYNAMIC
that you will prevail in the end - which you can never afford to lose -,prevail,you,DYNAMIC
"with the need for discipline to confront the most brutal facts of your current reality,",confront,need,CANNOT_DECIDE
"whatever they might be.""",be,they,STATIVE
"My conversation with Stockdale had a profound influence on me,",had,conversation,STATIVE
but I never really considered it a business lesson,considered,conversation,STATIVE
until my research team began to wrestle with the question of why some companies rise from difficulty to become great,began,team,DYNAMIC
while others emerge from those exact same difficulties weakened and dispirited.,emerge,others,DYNAMIC
We found,found,We,DYNAMIC
that companies that became great embraced a corporate version of the Stockdale Paradox.,embraced,companies,STATIVE
"Fannie Mae, for example found itself in the 1982 recession losing $1M every business day, with $56B in loans under water.",found,Mae,DYNAMIC
Many analysts thought,thought,analysts,STATIVE
"Fannie Mae, which was getting 9% on its mortgage portfolio",getting,Mae,DYNAMIC
but paying 15% on the debt,paying,Mae,DYNAMIC
"it issued,",issued,it,DYNAMIC
was doomed.,doomed,Mae,STATIVE
"But CEO David Maxwell and his team never wavered in their aim to not merely survive,",wavered,team,DYNAMIC
but also to prevail as a great company.,prevail,aim,CANNOT_DECIDE
"Yes, they confronted the brutal fact",confronted,they,DYNAMIC
that the interest-rate problem was not going to magically disappear (certainly not by Christmas).,going,problem,DYNAMIC
But they used this grim fact as a catalyst for creating an entirely new business model,used,they,DYNAMIC
based on asking three central questions of greatness:,based,model,STATIVE
What can we potentially do better than any other company in the world?,do,questions,CANNOT_DECIDE
What can best drive our economic engine?,drive,What,CANNOT_DECIDE
What best ignites the passions of our people?,ignites,What,CANNOT_DECIDE
"Instead of reacting to the recession with mindless restructuring, Fannie Mae rebuilt itself based on its answers to these questions.",rebuilt,Mae,DYNAMIC
"Eventually, it generated investor returns nearly eight times those of the general stock market.",generated,it,DYNAMIC
When asked,asked,,DYNAMIC
how he dealt with the nay Sayers and the analysts,dealt,he,DYNAMIC
"who wrote Fannie Mae off,",wrote,analysts,DYNAMIC
Maxwell said,said,Maxwell,DYNAMIC
that it was never an issue inside the company.,was,it,STATIVE
"""Of course, we had to stop doing a lot of stupid things,",had,we,DYNAMIC
but we never entertained the possibility,entertained,we,DYNAMIC
that we would fail.,fail,we,DYNAMIC
"We were going to use the calamity as an opportunity to remake Fannie Maw into a great company.""",going,We,DYNAMIC
The sad truth is that most executive teams won't respond that way to these dark days of uncertainty.,is,truth,STATIVE
Instead of using this recession as an opportunity to fundamentally rethink their business,using,the,DYNAMIC
"and rebuild a culture of discipline, the will simply restructure, lay off a bunch of people",restructure,the,DYNAMIC
and liquidate their cultural equity.,liquidate,the,DYNAMIC
"Mediocre leaders will hold out false hopes for a quick fix,",hold,leaders,STATIVE
only to watch those hopes be swept away by events.,watch,leaders,DYNAMIC
Their companies will begin to die of a broken heart.,begin,companies,DYNAMIC
It need not be this way.,be,It,STATIVE
Those who lead with the Stockdale Paradox,lead,Those,STATIVE
- those who retain the unwavering faith,retain,those,STATIVE
"that they will find a way to prevail in the end,",find,they,DYNAMIC
but who also retain the discipline to confront the most brutal facts of reality -,retain,they,STATIVE
will find this an ideal time to rebuild and reinforce greatness.,find,Those,STATIVE
"Used correctly, this recession can be a defining time in your firm's history",be,recession,STATIVE
"that , in retrospect, you would not trade.",trade,time,DYNAMIC
"Used wrongly,",,,DYNAMIC
this recession will weaken your foundations,weaken,recession,DYNAMIC
and make it that much harder to become great.,make,recession,DYNAMIC
The choice is yours.,is,choice,STATIVE
"Jim Collins, the author of Good to Great, operates a management-research laboratory in Boulder, Colo.",operates,Collins,STATIVE
"Regards,",,,CANNOT_DECIDE
Steve,,,CANNOT_DECIDE
"Steve Alexander Vice President, North American Artemis Consulting Artemis International Solutions Corporation Office: +1 281.338.9616 Mobile: +1 281.830.7430 www.artemisintl.com",,,CANNOT_DECIDE
