Clause,mainVerb,mainReferent,Gold
but there's that 1% of the time,'s,you,STATIVE
when you've called it US-ASCII,called,you,DYNAMIC
"and it's NOT anymore,",'s,you,STATIVE
"although it *is* still legitimate ""plain text"".",*,%,STATIVE
(You'll notice,notice,You,DYNAMIC
"that I reinforce this distinction in my own head and in this message by using the terms ""character set"" and ""charset"" noninterchangeably.)",reinforce,I,DYNAMIC
Thanks.,,,CANNOT_DECIDE
That helps.,helps,That,DYNAMIC
The charset situation is much like the canonical CRLF situation:,is,situation,STATIVE
the fact that the canonical representation is identical to some but not all of the available local representations guarantees misunderstandings.,guarantees,fact,STATIVE
Right!,,,CANNOT_DECIDE
"And this thinking, carried into MIME",carried,thinking,DYNAMIC
"(thus this should be kicked BACK TO the IETF-822 list,",kicked,MIME,DYNAMIC
"but I refrain),",refrain,this,DYNAMIC
shows up in the use of CHARSET=ISO-8859-1 rather than CHARACTER_SET=Latin-1.,shows,thinking,DYNAMIC
"If you specify ""Latin-1"",",specify,you,DYNAMIC
"then you can (must; I'm arguing for a definition here, not an explanation) assume",assume,you,DYNAMIC
"that SMTP will carry it as ISO-8859-1,",carry,SMTP,DYNAMIC
BUT THE RECEIVING (or sending) HOST MIGHT NOT.,sending,ISO-8859-1,DYNAMIC
"(and yes, sad but true, any SMTPs will strip the high bit)",strip,SMTPs,DYNAMIC
"To be sure,",be,bit,CANNOT_DECIDE
"automated selection of and translation to a registered MIME charset is a non-trivial task, ...",is,selection,STATIVE
Yes.,,,CANNOT_DECIDE
"Which is why I want routers, gateways, and all MTAs",is,Which,STATIVE
(mail transfer agents) to stay out of it.,stay,MTAs,CANNOT_DECIDE
That's why I ask,'s,That,STATIVE
"that (today, 1993) we NOT LABEL true plain text as US-ASCII/ISO-8859-1.",NOT,we,DYNAMIC
Just leave it alone,leave,,CANNOT_DECIDE
and let it default at the receiving end.,let,,CANNOT_DECIDE
and mailers which are trying to adopt MIME right away cannot be faulted for deferring development of such functionality for a while.,faulted,mailers,DYNAMIC
And let me reiterate,let,,CANNOT_DECIDE
that I'm not mad at the Pine developers,'m,I,STATIVE
"(nor the MIME developers; not mad at anyone, just trying to push a point",trying,developers,DYNAMIC
that I think,think,point,STATIVE
is important,is,developers,STATIVE
and has been missed).,missed,developers,DYNAMIC
I'm very pleased with Pine.,'m,I,STATIVE
It can almost replace RiceMAIL.,replace,It,DYNAMIC
"Steve, it's obvious from your distinction between character set",'s,encoding,STATIVE
(set of characters),set,obvious,CANNOT_DECIDE
and charset (encoding of characters),,,CANNOT_DECIDE
that you understand this issue.,understand,you,STATIVE
Thanks for making up,making,Thanks,CANNOT_DECIDE
and using those labels!,using,Thanks,DYNAMIC
Steve Summit scs@adam.mit.edu,,,CANNOT_DECIDE
--,,,CANNOT_DECIDE
"Rick Troth <troth@rice.edu>, Rice University, Information Systems",,,CANNOT_DECIDE
